"PT_CODE","USER_ID","PRODUCT_CD","PRODUCT_TYPE","PRODUCT_STATE","PRODUCT_THS","AP_DATE","GD_DATE","ST_COIN","CRT_USD","AUTO_SHIP","REG_DATE","REG_USER","UP_DATE","UP_USER","USE_FLAG"
"PT2020071600003","jmh001","PDT03","M","G","50","2020-07-16 21:21:15","2020-07-23 21:21:15","0.32883883","3000","N","2020-07-16 21:19:53","jmh001","2020-07-24 03:00:00","ADMIN","Y"
"PT2020071600002","jyh01","PDT03","M","G","50","2020-07-16 16:14:19","2020-07-23 16:14:19","0.32605187","3000","N","2020-07-16 16:11:44","jyh01","2020-07-24 03:00:00","ADMIN","Y"
"PT2020071600001","shine001","PDT99","G","G","30","2020-07-16 13:10:22","2020-07-16 13:10:22","0.1956309","1800","N","2020-07-16 13:10:22",\n,\n,\n,"Y"
"PT2020071500019","shine002","PDT99","G","G","30","2020-07-15 22:15:33","2020-07-15 22:15:33","0.194775","1800","N","2020-07-15 22:15:33",\n,\n,\n,"Y"
"PT2020071500018","min9103","PDT02","M","G","20","2020-07-15 20:28:25","2020-07-22 20:28:25","0.12985016","1200","N","2020-07-15 20:24:50","min9103","2020-07-23 03:00:00","ADMIN","Y"
"PT2020071500017","s3826057","PDT02","M","G","20","2020-07-15 16:35:29","2020-07-22 16:35:29","0.12985016","1200","N","2020-07-15 16:28:42","s3826057","2020-07-23 03:00:00","ADMIN","Y"
"PT2020071500016","hashkorea","PDT70","A","G","20","2020-07-15 15:47:39","2020-07-22 15:47:39","0.12985016","1200","N","2020-07-15 15:47:22","hmw2210","2020-07-23 03:00:00","ADMIN","Y"
"PT2020071500015","hashworld","PDT70","A","G","20","2020-07-15 15:22:32","2020-07-22 15:22:32","0.12985016","1200","N","2020-07-15 15:22:02","hmw2210","2020-07-23 03:00:00","ADMIN","Y"
"PT2020071500014","sgl5150","PDT01","M","G","8","2020-07-15 14:36:27","2020-07-22 14:36:27","0.05194006","480","N","2020-07-15 14:33:09","sgl5150","2020-07-23 03:00:00","ADMIN","Y"
"PT2020071500013","kjh7924","PDT99","G","G","30","2020-07-15 13:40:31","2020-07-15 13:40:31","0.194775","1800","N","2020-07-15 13:40:31",\n,\n,\n,"Y"
"PT2020071500012","yjs5029","PDT99","G","G","1","2020-07-15 12:46:05","2020-07-15 12:46:05","0.0064925","60","N","2020-07-15 12:46:05",\n,\n,\n,"Y"
"PT2020071500011","yjs5029","PDT99","G","G","1","2020-07-15 12:17:44","2020-07-15 12:17:44","0.0064925","60","N","2020-07-15 12:17:44",\n,\n,\n,"Y"
"PT2020071500010","yjs5029","PDT01","M","G","8","2020-07-15 13:44:25","2020-07-22 13:44:25","0.05194006","480","N","2020-07-15 12:16:07","yjs5029","2020-07-23 03:00:00","ADMIN","Y"
"PT2020071500009","yjs5029","PDT02","M","G","20","2020-07-15 13:44:25","2020-07-22 13:44:25","0.12985016","1200","N","2020-07-15 12:15:45","yjs5029","2020-07-23 03:00:00","ADMIN","Y"
"PT2020071500008","yasusoser","PDT02","M","G","20","2020-07-15 13:51:56","2020-07-22 13:51:56","0.12946478","1200","N","2020-07-15 11:57:19","yasusoser","2020-07-23 03:00:00","ADMIN","Y"
"PT2020071500007","top1004","PDT01","M","G","8","2020-07-15 09:52:59","2020-07-22 09:52:59","0.0521004","480","N","2020-07-15 00:56:13","top1004","2020-07-23 03:00:00","ADMIN","Y"
"PT2020071500006","nonons5420","PDT01","M","G","8","2020-07-15 00:40:16","2020-07-22 00:40:16","0.0521004","480","N","2020-07-15 00:33:48","nonons5420","2020-07-22 03:00:00","ADMIN","Y"
"PT2020071500005","nonons5428","PDT01","M","G","8","2020-07-15 00:40:16","2020-07-22 00:40:16","0.0521004","480","N","2020-07-15 00:32:50","nonons5428","2020-07-22 03:00:00","ADMIN","Y"
"PT2020071500004","nonons5427","PDT01","M","G","8","2020-07-15 00:40:16","2020-07-22 00:40:16","0.0521004","480","N","2020-07-15 00:32:21","nonons5427","2020-07-22 03:00:00","ADMIN","Y"
"PT2020071500003","nonons5423","PDT01","M","G","8","2020-07-15 00:40:16","2020-07-22 00:40:16","0.0521004","480","N","2020-07-15 00:31:54","nonons5423","2020-07-22 03:00:00","ADMIN","Y"
"PT2020071500002","okdo2","PDT03","M","G","50","2020-07-15 13:53:40","2020-07-22 13:53:40","0.32562753","3000","N","2020-07-15 00:02:05","okdo2","2020-07-23 03:00:00","ADMIN","Y"
"PT2020071500001","flower2525","PDT01","M","G","8","2020-07-15 00:03:47","2020-07-22 00:03:47","0.0521004","480","N","2020-07-15 00:01:05","flower2525","2020-07-22 03:00:00","ADMIN","Y"
"PT2020071400012","nonons5429","PDT02","M","G","20","2020-07-14 23:44:59","2020-07-21 23:44:59","0.13052217","1200","N","2020-07-14 23:43:30","nonons5429","2020-07-22 03:00:00","ADMIN","Y"
"PT2020071400011","nonons5426","PDT02","M","G","20","2020-07-14 23:44:59","2020-07-21 23:44:59","0.13052217","1200","N","2020-07-14 23:43:03","nonons5426","2020-07-22 03:00:00","ADMIN","Y"
"PT2020071400010","nonons5424","PDT02","M","G","20","2020-07-14 23:45:00","2020-07-21 23:45:00","0.13052217","1200","N","2020-07-14 23:42:36","nonons5424","2020-07-22 03:00:00","ADMIN","Y"
"PT2020071400009","nonons5422","PDT02","M","G","20","2020-07-14 23:45:00","2020-07-21 23:45:00","0.13052217","1200","N","2020-07-14 23:42:06","nonons5422","2020-07-22 03:00:00","ADMIN","Y"
"PT2020071400008","jsd001","PDT01","M","G","8","2020-07-15 13:53:41","2020-07-22 13:53:41","0.05220887","480","N","2020-07-14 23:11:38","jsd001","2020-07-23 03:00:00","ADMIN","Y"
"PT2020071400007","nonons5421","PDT02","M","G","20","2020-07-14 22:49:18","2020-07-21 22:49:18","0.13052217","1200","N","2020-07-14 22:46:16","nonons5421","2020-07-22 03:00:00","ADMIN","Y"
"PT2020071400006","nonons5425","PDT02","M","G","20","2020-07-14 22:49:18","2020-07-21 22:49:18","0.13052217","1200","N","2020-07-14 22:45:22","nonons5425","2020-07-22 03:00:00","ADMIN","Y"
"PT2020071400005","lb8891","PDT99","G","G","30","2020-07-14 20:38:38","2020-07-14 20:38:38","0.195783","1800","N","2020-07-14 20:38:38",\n,\n,\n,"Y"
"PT2020071400004","bayaba04","PDT01","M","G","8","2020-07-14 19:47:59","2020-07-21 19:47:59","0.05220887","480","N","2020-07-14 19:42:26","bayaba04","2020-07-22 03:00:00","ADMIN","Y"
"PT2020071400003","hsy001","PDT99","G","G","42","2020-07-14 19:16:49","2020-07-14 19:16:49","0.2740962","2520","N","2020-07-14 19:16:49",\n,\n,\n,"Y"
"PT2020071400002","sepvip","PDT01","M","G","8","2020-07-16 02:08:06","2020-07-23 02:08:06","0.05202067","480","N","2020-07-14 14:34:03","sepvip","2020-07-23 03:00:00","ADMIN","Y"
"PT2020071400001","gold001","PDT99","G","G","4","2020-07-14 00:27:39","2020-07-14 00:27:39","0.02579712","240","N","2020-07-14 00:27:39",\n,\n,\n,"Y"
"PT2020071300017","sense1000","PDT01","M","G","8","2020-07-14 00:23:00","2020-07-21 00:23:00","0.05170675","480","N","2020-07-13 23:54:29","sense1000","2020-07-21 03:00:00","ADMIN","Y"
"PT2020071300016","wss8998","PDT02","M","G","20","2020-07-13 22:08:30","2020-07-20 22:08:30","0.12926688","1200","N","2020-07-13 22:04:46","wss8998","2020-07-21 03:00:00","ADMIN","Y"
"PT2020071300015","morangje","PDT02","M","G","20","2020-07-13 21:40:32","2020-07-20 21:40:32","0.12926688","1200","N","2020-07-13 21:31:55","morangje","2020-07-21 03:00:00","ADMIN","Y"
"PT2020071300014","pkj3589","PDT01","M","G","8","2020-07-13 21:40:32","2020-07-20 21:40:32","0.05170675","480","N","2020-07-13 21:30:48","pkj3589","2020-07-21 03:00:00","ADMIN","Y"
"PT2020071300013","csj5150","PDT99","G","G","42","2020-07-13 21:24:14","2020-07-13 21:24:14","0.27146028","2520","N","2020-07-13 21:24:14",\n,\n,\n,"Y"
"PT2020071300012","aywjd9972","PDT02","M","G","20","2020-07-13 20:38:25","2020-07-20 20:38:25","0.12926688","1200","N","2020-07-13 20:35:43","aywjd9972","2020-07-21 03:00:00","ADMIN","Y"
"PT2020071300011","syc2757","PDT01","M","G","8","2020-07-13 19:49:08","2020-07-20 19:49:08","0.05170675","480","N","2020-07-13 19:41:16","syc2757","2020-07-21 03:00:00","ADMIN","Y"
"PT2020071300010","ducan123","PDT02","M","G","20","2020-07-13 19:22:26","2020-07-20 19:22:26","0.12926688","1200","N","2020-07-13 19:13:46","ducan123","2020-07-21 03:00:00","ADMIN","Y"
"PT2020071300009","lgs01","PDT99","G","G","30","2020-07-13 19:12:51","2020-07-13 19:12:51","0.1939002","1800","N","2020-07-13 19:12:51",\n,\n,\n,"Y"
"PT2020071300008","hss8793","PDT01","M","G","8","2020-07-13 15:48:06","2020-07-20 15:48:06","0.05199948","480","N","2020-07-13 15:40:08","hss8793","2020-07-21 03:00:00","ADMIN","Y"
"PT2020071300007","pmr7216","PDT01","M","G","8","2020-07-13 15:29:43","2020-07-20 15:29:43","0.05199948","480","N","2020-07-13 15:19:33","pmr7216","2020-07-21 03:00:00","ADMIN","Y"
"PT2020071300006","ktsim1004","PDT02","M","G","20","2020-07-13 15:03:54","2020-07-20 15:03:54","0.12999872","1200","N","2020-07-13 14:56:33","ktsim1004","2020-07-21 03:00:00","ADMIN","Y"
"PT2020071300005","kbs02","PDT01","M","G","8","2020-07-13 14:18:42","2020-07-20 14:18:42","0.05199948","480","N","2020-07-13 14:16:43","kbs02","2020-07-21 03:00:00","ADMIN","Y"
"PT2020071300004","lin7687","PDT01","M","G","8","2020-07-13 13:59:26","2020-07-20 13:59:26","0.05199948","480","N","2020-07-13 13:55:32","lin7687","2020-07-21 03:00:00","ADMIN","Y"
"PT2020071300003","lsc3576","PDT99","G","G","6","2020-07-13 13:22:05","2020-07-13 13:22:05","0.03899958","360","N","2020-07-13 13:22:05",\n,\n,\n,"Y"
"PT2020071300002","wdg8828","PDT99","G","G","2","2020-07-13 12:00:35","2020-07-13 12:00:35","0.01299986","120","N","2020-07-13 12:00:35",\n,\n,\n,"Y"
"PT2020071300001","lmg5555","PDT02","M","G","20","2020-07-13 00:50:10","2020-07-20 00:50:10","0.13020351","1200","N","2020-07-13 00:39:29","lmg5555","2020-07-20 03:00:00","ADMIN","Y"
"PT2020071200002","papa1967","PDT02","M","G","20","2020-07-12 23:39:23","2020-07-19 23:39:23","0.12966875","1200","N","2020-07-12 23:28:44","papa1967","2020-07-20 03:00:00","ADMIN","Y"
"PT2020071200001","kbs01","PDT99","G","G","12","2020-07-12 20:11:37","2020-07-12 20:11:37","0.07780116","720","N","2020-07-12 20:11:37",\n,\n,\n,"Y"
"PT2020071100003","baesumin2","PDT02","M","G","20","2020-07-13 12:07:46","2020-07-20 12:07:46","0.12960726","1200","N","2020-07-11 19:56:21","baesumin2","2020-07-21 03:00:00","ADMIN","Y"
"PT2020071100002","baesumin1","PDT02","M","G","20","2020-07-13 12:07:46","2020-07-20 12:07:46","0.12960726","1200","N","2020-07-11 19:54:47","baesumin1","2020-07-21 03:00:00","ADMIN","Y"
"PT2020071100001","happy001","PDT99","G","G","4","2020-07-11 06:17:19","2020-07-11 06:17:19","0.02599684","240","N","2020-07-11 06:17:19",\n,\n,\n,"Y"
"PT2020070900006","gji001","PDT03","M","G","50","2020-07-10 07:11:24","2020-07-17 07:11:24","0.31923451","3000","N","2020-07-09 22:39:21","gji001","2020-07-18 03:00:00","ADMIN","Y"
"PT2020070900005","ljs36","PDT99","G","G","30","2020-07-09 20:19:17","2020-07-09 20:19:17","0.1915407","1800","N","2020-07-09 20:19:17",\n,\n,\n,"Y"
"PT2020070900004","hjs3660","PDT02","M","G","20","2020-07-09 20:18:15","2020-07-16 20:18:15","0.1276938","1200","N","2020-07-09 20:16:41","hjs3660","2020-07-17 03:00:00","ADMIN","Y"
"PT2020070900003","nonons542","PDT03","M","G","50","2020-07-09 20:17:24","2020-07-16 20:17:24","0.31923451","3000","N","2020-07-09 20:16:19","nonons542","2020-07-17 03:00:00","ADMIN","Y"
"PT2020070900002","goodjoy1","PDT03","M","G","50","2020-07-09 19:18:23","2020-07-16 19:18:23","0.31923451","3000","N","2020-07-09 19:13:15","goodjoy1","2020-07-17 03:00:00","ADMIN","Y"
"PT2020070900001","jds5617","PDT01","M","G","8","2020-07-09 19:18:23","2020-07-16 19:18:23","0.05107752","480","N","2020-07-09 19:12:29","jds5617","2020-07-17 03:00:00","ADMIN","Y"
"PT2020070800007","baesumin","PDT02","M","G","20","2020-07-08 22:11:54","2020-07-15 22:11:54","0.12924153","1200","N","2020-07-08 22:09:11","baesumin","2020-07-16 03:00:00","ADMIN","Y"
"PT2020070800006","lss001","PDT03","M","G","50","2020-07-08 22:01:09","2020-07-15 22:01:09","0.32310386","3000","N","2020-07-08 22:00:01","lss001","2020-07-16 03:00:00","ADMIN","Y"
"PT2020070800005","bj1026","PDT99","G","G","2","2020-07-08 21:26:35","2020-07-08 21:26:35","0.01292414","120","N","2020-07-08 21:26:35",\n,\n,\n,"Y"
"PT2020070800004","bj1026","PDT02","M","G","20","2020-07-08 21:35:17","2020-07-15 21:35:17","0.12924153","1200","N","2020-07-08 21:25:57","bj1026","2020-07-16 03:00:00","ADMIN","Y"
"PT2020070800003","bj1026","PDT02","M","G","20","2020-07-08 21:35:17","2020-07-15 21:35:17","0.12924153","1200","N","2020-07-08 21:25:57","bj1026","2020-07-16 03:00:00","ADMIN","Y"
"PT2020070800002","lsc3576","PDT01","M","G","8","2020-07-08 21:50:44","2020-07-15 21:50:44","0.05160263","480","N","2020-07-08 17:51:06","lsc3576","2020-07-16 03:00:00","ADMIN","Y"
"PT2020070800001","lsh001","PDT03","M","G","50","2020-07-08 17:49:02","2020-07-15 17:49:02","0.32251648","3000","N","2020-07-08 17:47:10","lsh001","2020-07-16 03:00:00","ADMIN","Y"
"PT2020070700015","lsc3576","PDT01","M","G","8","2020-07-08 00:45:32","2020-07-15 00:45:32","0.05180799","480","N","2020-07-07 20:27:30","lsc3576","2020-07-15 03:00:00","ADMIN","Y"
"PT2020070700014","lsc3576","PDT02","M","G","20","2020-07-08 00:45:32","2020-07-15 00:45:32","0.12951997","1200","N","2020-07-07 20:27:24","lsc3576","2020-07-15 03:00:00","ADMIN","Y"
"PT2020070700013","wdg8828","PDT01","M","G","8","2020-07-08 00:45:32","2020-07-15 00:45:32","0.05180799","480","N","2020-07-07 18:45:10","wdg8828","2020-07-15 03:00:00","ADMIN","Y"
"PT2020070700012","wdg8828","PDT02","M","G","20","2020-07-08 00:45:32","2020-07-15 00:45:32","0.12951997","1200","N","2020-07-07 18:44:59","wdg8828","2020-07-15 03:00:00","ADMIN","Y"
"PT2020070700010","khsk01","PDT99","G","G","30","2020-07-07 16:16:29","2020-07-07 16:16:29","0.1938708","1800","N","2020-07-07 16:16:29",\n,\n,\n,"Y"
"PT2020070700009","kdo001","PDT99","G","G","30","2020-07-07 15:55:59","2020-07-07 15:55:59","0.1938708","1800","N","2020-07-07 15:55:59",\n,\n,\n,"Y"
"PT2020070700008","khsk01","PDT01","M","C","8",\n,\n,"0.0516989","480","N","2020-07-07 14:51:10","khsk01","2020-07-07 15:17:56","hmw2210","Y"
"PT2020070700007","khsk01","PDT01","M","C","8",\n,\n,"0.0516989","480","N","2020-07-07 14:51:10","khsk01","2020-07-07 15:17:56","hmw2210","Y"
"PT2020070700006","khsk01","PDT01","M","C","8",\n,\n,"0.0516989","480","N","2020-07-07 14:51:10","khsk01","2020-07-07 15:17:55","hmw2210","Y"
"PT2020070700005","khsk01","PDT01","M","C","8",\n,\n,"0.0516989","480","N","2020-07-07 14:51:10","khsk01","2020-07-07 15:17:55","hmw2210","Y"
"PT2020070700004","kdo001","PDT01","M","C","8",\n,\n,"0.0516989","480","N","2020-07-07 13:44:55","kdo001","2020-07-07 15:17:56","hmw2210","Y"
"PT2020070700003","kdo001","PDT01","M","C","8",\n,\n,"0.0516989","480","N","2020-07-07 13:44:55","kdo001","2020-07-07 15:17:56","hmw2210","Y"
"PT2020070700002","kdo001","PDT01","M","C","8",\n,\n,"0.0516989","480","N","2020-07-07 13:44:55","kdo001","2020-07-07 15:17:56","hmw2210","Y"
"PT2020070700001","kdo001","PDT01","M","C","8",\n,\n,"0.0516989","480","N","2020-07-07 13:44:55","kdo001","2020-07-07 15:17:56","hmw2210","Y"
"PT2020070600001","yjs5029","PDT02","M","G","20","2020-07-08 00:45:32","2020-07-15 00:45:32","0.13054801","1200","N","2020-07-06 21:02:49","yjs5029","2020-07-15 03:00:00","ADMIN","Y"
"PT2020070500001","love1988","PDT02","M","G","20","2020-07-05 11:32:40","2020-07-12 11:32:40","0.13144404","1200","N","2020-07-05 10:31:09","love1988","2020-07-13 03:00:00","ADMIN","Y"
"PT2020070400015","kjh7924","PDT02","M","G","20","2020-07-04 23:17:53","2020-07-11 23:17:53","0.13221698","1200","N","2020-07-04 23:17:11","kjh7924","2020-07-12 03:00:00","ADMIN","Y"
"PT2020070400014","ysd8380","PDT02","M","G","20","2020-07-05 14:00:55","2020-07-12 14:00:55","0.13221698","1200","N","2020-07-04 22:01:25","ysd8380","2020-07-13 03:00:00","ADMIN","Y"
"PT2020070400013","psc4797","PDT02","M","G","20","2020-07-05 14:00:55","2020-07-12 14:00:55","0.13221698","1200","N","2020-07-04 22:00:23","psc4797","2020-07-13 03:00:00","ADMIN","Y"
"PT2020070400012","njs3102","PDT99","G","G","1","2020-07-04 21:12:40","2020-07-04 21:12:40","0.00661084","60","N","2020-07-04 21:12:40",\n,\n,\n,"Y"
"PT2020070400011","njs3102","PDT99","G","G","1","2020-07-04 21:12:34","2020-07-04 21:12:34","0.00661084","60","N","2020-07-04 21:12:34",\n,\n,\n,"Y"
"PT2020070400010","njs3102","PDT01","M","G","8","2020-07-04 19:45:45","2020-07-11 19:45:45","0.05288679","480","N","2020-07-04 18:48:48","njs3102","2020-07-12 03:00:00","ADMIN","Y"
"PT2020070400009","njs3102","PDT02","M","G","20","2020-07-04 19:45:45","2020-07-11 19:45:45","0.13221698","1200","N","2020-07-04 18:48:36","njs3102","2020-07-12 03:00:00","ADMIN","Y"
"PT2020070400008","njs3102","PDT02","M","C","20",\n,\n,"0.13221698","1200","N","2020-07-04 18:48:36","njs3102","2020-07-04 18:50:27","hmw2210","Y"
"PT2020070400007","bayaba03","PDT01","M","G","8","2020-07-05 14:00:55","2020-07-12 14:00:55","0.05281405","480","N","2020-07-04 16:49:36","bayaba03","2020-07-13 03:00:00","ADMIN","Y"
"PT2020070400006","lsc3576","PDT01","M","G","8","2020-07-04 17:02:54","2020-07-11 17:02:54","0.05281405","480","N","2020-07-04 16:28:27","lsc3576","2020-07-12 03:00:00","ADMIN","Y"
"PT2020070400004","syo9129","PDT02","M","G","20","2020-07-04 16:10:29","2020-07-11 16:10:29","0.13203513","1200","N","2020-07-04 16:10:20","syo9129","2020-07-12 03:00:00","ADMIN","Y"
"PT2020070400003","bayaba02","PDT01","M","G","8","2020-07-04 16:12:25","2020-07-11 16:12:25","0.05281405","480","N","2020-07-04 15:42:23","bayaba02","2020-07-12 03:00:00","ADMIN","Y"
"PT2020070400002","victory88","PDT01","M","G","8","2020-07-04 16:12:25","2020-07-11 16:12:25","0.05281405","480","N","2020-07-04 15:37:56","victory88","2020-07-12 03:00:00","ADMIN","Y"
"PT2020070400001","ksa5250","PDT02","M","G","20","2020-07-04 14:59:01","2020-07-11 14:59:01","0.13203513","1200","N","2020-07-04 14:13:50","ksa5250","2020-07-12 03:00:00","ADMIN","Y"
"PT2020070300009","chu0528","PDT01","M","G","8","2020-07-03 21:40:55","2020-07-10 21:40:55","0.05274151","480","N","2020-07-03 21:37:38","chu0528","2020-07-11 03:00:00","ADMIN","Y"
"PT2020070300008","chu0528","PDT01","M","G","8","2020-07-03 21:40:55","2020-07-10 21:40:55","0.05274151","480","N","2020-07-03 21:37:38","chu0528","2020-07-11 03:00:00","ADMIN","Y"
"PT2020070300007","chu0528","PDT01","M","G","8","2020-07-03 21:40:55","2020-07-10 21:40:55","0.05274151","480","N","2020-07-03 21:37:38","chu0528","2020-07-11 03:00:00","ADMIN","Y"
"PT2020070300006","chu0528","PDT01","M","G","8","2020-07-03 21:40:55","2020-07-10 21:40:55","0.05274151","480","N","2020-07-03 21:37:38","chu0528","2020-07-11 03:00:00","ADMIN","Y"
"PT2020070300005","gcs5948","PDT02","M","G","20","2020-07-03 21:40:55","2020-07-10 21:40:55","0.13185378","1200","N","2020-07-03 21:36:15","gcs5948","2020-07-11 03:00:00","ADMIN","Y"
"PT2020070300004","khs5232","PDT02","M","G","20","2020-07-03 21:13:17","2020-07-10 21:13:17","0.13185378","1200","N","2020-07-03 21:12:19","khs5232","2020-07-11 03:00:00","ADMIN","Y"
"PT2020070300003","wdg8828","PDT02","M","G","20","2020-07-03 20:46:23","2020-07-10 20:46:23","0.13185378","1200","N","2020-07-03 20:21:59","wdg8828","2020-07-11 03:00:00","ADMIN","Y"
"PT2020070300002","sgh8376","PDT02","M","G","20","2020-07-03 19:51:55","2020-07-10 19:51:55","0.13185378","1200","N","2020-07-03 19:47:53","sgh8376","2020-07-11 03:00:00","ADMIN","Y"
"PT2020070300001","lgs01","PDT02","M","G","20","2020-07-03 11:27:39","2020-07-10 11:27:39","0.13220225","1200","N","2020-07-03 10:50:48","lgs01","2020-07-11 03:00:00","ADMIN","Y"
"PT2020070200007","lcs4726","PDT02","M","G","20","2020-07-02 23:07:55","2020-07-09 23:07:55","0.13031509","1200","N","2020-07-02 22:58:42","lcs4726","2020-07-10 03:00:00","ADMIN","Y"
"PT2020070200006","kjs0530","PDT02","M","G","20","2020-07-02 21:54:59","2020-07-09 21:54:59","0.13031509","1200","N","2020-07-02 18:41:18","kjs0530","2020-07-10 03:00:00","ADMIN","Y"
"PT2020070200005","kmsvip","PDT02","M","G","20","2020-07-02 15:57:18","2020-07-09 15:57:18","0.12994043","1200","N","2020-07-02 15:55:46","kmsvip","2020-07-10 03:00:00","ADMIN","Y"
"PT2020070200004","gold001","PDT01","M","G","8","2020-07-02 15:06:11","2020-07-09 15:06:11","0.05197617","480","N","2020-07-02 15:05:19","gold001","2020-07-10 03:00:00","ADMIN","Y"
"PT2020070200003","happy001","PDT01","M","G","8","2020-07-02 14:43:55","2020-07-09 14:43:55","0.05197617","480","N","2020-07-02 14:43:07","happy001","2020-07-10 03:00:00","ADMIN","Y"
"PT2020070200002","ljhvip","PDT02","M","G","20","2020-07-02 14:37:03","2020-07-09 14:37:03","0.12994043","1200","N","2020-07-02 14:35:53","ljhvip","2020-07-10 03:00:00","ADMIN","Y"
"PT2020070200001","kdh1331","PDT01","M","G","8","2020-07-02 14:40:43","2020-07-09 14:40:43","0.05197617","480","N","2020-07-02 12:02:58","kdh1331","2020-07-10 03:00:00","ADMIN","Y"
"PT2020070100003","Hdjvip","PDT02","M","G","20","2020-07-02 13:40:44","2020-07-09 13:40:44","0.13080671","1200","N","2020-07-01 21:48:07","Hdjvip","2020-07-10 03:00:00","ADMIN","Y"
"PT2020070100002","csj5150","PDT01","M","G","8","2020-07-02 14:40:44","2020-07-09 14:40:44","0.05232269","480","N","2020-07-01 20:37:14","csj5150","2020-07-10 03:00:00","ADMIN","Y"
"PT2020070100001","kdo002","PDT01","M","G","8","2020-07-02 14:40:44","2020-07-09 14:40:44","0.05232269","480","N","2020-07-01 20:14:32","kdo002","2020-07-10 03:00:00","ADMIN","Y"
"PT2020063000001","kjm001","PDT02","M","G","20","2020-07-02 11:53:34","2020-07-09 11:53:34","0.13137927","1200","N","2020-06-30 23:58:14","kjm001","2020-07-10 03:00:00","ADMIN","Y"
"PT2020062700001","hahyii","PDT02","M","G","20","2020-06-27 01:35:56","2020-07-04 01:35:56","0.12445989","1200","N","2020-06-27 01:35:36","hahyii","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062600002","godia","PDT02","M","G","20","2020-06-26 23:20:02","2020-07-03 23:20:02","0.12445989","1200","N","2020-06-26 19:08:17","godia","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062600001","sjh7428","PDT02","M","G","20","2020-06-26 18:28:33","2020-07-03 18:28:33","0.12445989","1200","N","2020-06-26 18:25:32","sjh7428","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500439","jych55","PDT01","M","G","8","2020-06-27 01:22:51","2020-07-04 01:22:51","0.04978395","480","N","2020-06-25 23:26:56","jych55","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500438","jych54","PDT01","M","G","8","2020-06-27 01:22:45","2020-07-04 01:22:45","0.04978395","480","N","2020-06-25 23:26:31","jych54","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500437","jych53","PDT01","M","G","8","2020-06-27 01:22:37","2020-07-04 01:22:37","0.04978395","480","N","2020-06-25 23:25:50","jych53","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500436","jych52","PDT02","M","G","20","2020-06-27 01:17:36","2020-07-04 01:17:36","0.12445989","1200","N","2020-06-25 23:25:10","jych52","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500435","jych51","PDT02","M","G","20","2020-06-27 01:17:27","2020-07-04 01:17:27","0.12445989","1200","N","2020-06-25 23:24:40","jych51","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500434","jych50","PDT02","M","G","20","2020-06-27 01:12:53","2020-07-04 01:12:53","0.12445989","1200","N","2020-06-25 23:24:07","jych50","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500433","jych49","PDT01","M","G","8","2020-06-27 01:22:23","2020-07-04 01:22:23","0.04978395","480","N","2020-06-25 23:23:27","jych49","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500432","jych48","PDT01","M","G","8","2020-06-27 01:22:17","2020-07-04 01:22:17","0.04978395","480","N","2020-06-25 23:22:55","jych48","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500431","jych47","PDT01","M","G","8","2020-06-27 01:22:05","2020-07-04 01:22:05","0.04978395","480","N","2020-06-25 23:22:20","jych47","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500430","jych46","PDT02","M","G","20","2020-06-27 01:17:19","2020-07-04 01:17:19","0.12445989","1200","N","2020-06-25 23:20:54","jych46","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500429","jych45","PDT02","M","G","20","2020-06-27 01:17:12","2020-07-04 01:17:12","0.12445989","1200","N","2020-06-25 23:19:56","jych45","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500428","jych44","PDT02","M","G","20","2020-06-27 01:12:43","2020-07-04 01:12:43","0.12445989","1200","N","2020-06-25 23:19:18","jych44","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500427","jych43","PDT01","M","G","8","2020-06-27 01:21:55","2020-07-04 01:21:55","0.04978395","480","N","2020-06-25 23:18:48","jych43","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500426","jych42","PDT01","M","G","8","2020-06-27 01:21:45","2020-07-04 01:21:45","0.04978395","480","N","2020-06-25 23:18:15","jych42","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500425","jych41","PDT01","M","G","8","2020-06-27 01:21:38","2020-07-04 01:21:38","0.04978395","480","N","2020-06-25 23:17:51","jych41","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500424","jych40","PDT02","M","G","20","2020-06-27 01:17:01","2020-07-04 01:17:01","0.12445989","1200","N","2020-06-25 23:17:17","jych40","2020-07-04 03:00:00","ADMIN","Y"
"PT2020062500423","jych39","PDT02","M","G","20","2020-06-27 01:16:49","2020-07-04 01:16:49","0.12445989","1200","N","2020-06-25 23:16:46","jych39","2020-07-04 03:00:00","ADMIN","Y"
